tract,Community_Name,Beds Available,Unsheltered Homeless People,SOD
238100,South Vermont,62,9,53
238200,South Vermont,0,7,-7
238310,South Vermont,0,35,-35
238320,South Vermont,458,40,418
238400,South Vermont,0,23,-23
239201,South Park,0,88,-88
239202,South Park,0,62,-62
239310,South Park,0,28,-28
239320,South Park,0,11,-11
239330,South Park,0,17,-17
239501,South Park,0,7,-7
239502,South Park,0,3,-3
239601,South Park,0,34,-34
239602,South Park,0,51,-51
239701,South Park,24,33,-9
239702,South Park,0,62,-62
239801,South Park,0,13,-13
239802,South Park,0,20,-20
240010,Green Meadows,0,7,-7
240020,Green Meadows,0,9,-9
240200,Green Meadows,0,24,-24
240300,South Vermont,0,37,-37
240401,South Vermont,25,17,8
240402,South Vermont,0,58,-58
240500,Green Meadows,0,30,-30
240600,Green Meadows,0,29,-29
240700,Green Meadows,0,96,-96
240800,Green Meadows,0,26,-26
240900,Green Meadows,0,44,-44
241001,Green Meadows,0,76,-76
241002,Green Meadows,0,61,-61
241110,Green Meadows,0,14,-14
241120,Green Meadows,0,6,-6
241201,South Vermont,0,7,-7
241202,Green Meadows,0,4,-4
241300,Harbor Gateway,0,34,-34
241400,Green Meadows,0,81,-81
242000,Watts,232,9,223
242100,Watts,0,12,-12
242200,Watts,0,10,-10
242300,Watts,0,13,-13
242600,Watts,0,97,-97
242700,Watts,0,10,-10
243000,Watts,0,22,-22
243100,Watts,0,34,-34
261101,Bel Air-Beverly Crest,0,0,0
261102,Bel Air-Beverly Crest,0,6,-6
261200,Bel Air-Beverly Crest,0,2,-2
262100,Bel Air-Beverly Crest,0,0,0
262200,Bel Air-Beverly Crest,0,0,0
262301,Brentwood,0,3,-3
262302,Brentwood,0,0,0
262303,Brentwood,0,2,-2
262400,Brentwood,0,0,0
262501,Pacific Palisades,0,0,0
262601,Pacific Palisades,0,0,0
262604,Pacific Palisades,0,26,-26
262704,Pacific Palisades,0,43,-43
262706,Pacific Palisades,0,15,-15
262802,Pacific Palisades,0,17,-17
264000,Brentwood,0,2,-2
264102,Brentwood,0,0,0
264103,Brentwood,0,3,-3
264301,Brentwood,0,16,-16
264302,Brentwood,0,15,-15
265100,Westwood,0,2,-2
265201,Westwood,0,4,-4
265202,Westwood,0,38,-38
265301,Westwood,0,15,-15
265303,Westwood,0,0,0
265304,Westwood,0,3,-3
265305,Westwood,0,11,-11
265410,Brentwood,0,1,-1
265420,Westwood,0,0,0
265510,Westwood,0,13,-13
265520,Westwood,0,45,-45
265601,Westwood,0,16,-16
265602,Westwood,0,3,-3
265700,Westwood,0,5,-5
267100,Westside,0,11,-11
267200,Westside,0,40,-40
267300,West Los Angeles,0,42,-42
267402,West Los Angeles,0,17,-17
267403,West Los Angeles,160,5,155
267404,West Los Angeles,0,7,-7
267501,West Los Angeles,0,15,-15
267502,West Los Angeles,0,28,-28
267600,West Los Angeles,0,25,-25
267700,West Los Angeles,0,17,-17
267800,Westside,169,21,148
267901,Westside,0,0,0
267902,Westside,0,3,-3
269000,Westside,0,11,-11
269100,Palms,0,6,-6
269300,Westside,0,4,-4
269500,Palms,0,2,-2
269601,Palms,0,15,-15
269602,Palms,0,2,-2
269700,Palms,0,16,-16
269800,Palms,0,18,-18
269903,Palms,0,15,-15
269904,Palms,0,28,-28
269905,Palms,0,24,-24
269906,Palms,0,10,-10
269907,Palms,0,13,-13
270100,Palms,0,39,-39
270200,Palms,4,63,-59
270300,Mid City,0,39,-39
271100,Westside,0,37,-37
271200,Mar Vista,0,27,-27
271300,Mar Vista,0,19,-19
271400,Mar Vista,0,6,-6
271500,Mar Vista,8,2,6
271600,Mar Vista,0,4,-4
271701,Mar Vista,0,1,-1
271702,Mar Vista,0,38,-38
271801,Mar Vista,0,6,-6
271802,Palms,0,9,-9
271901,Mar Vista,0,1,-1
271902,Mar Vista,0,0,0
272100,Mar Vista,0,2,-2
272201,Mar Vista,6,30,-24
272202,Mar Vista,0,21,-21
272301,Mar Vista,0,4,-4
272302,Mar Vista,0,2,-2
273100,Venice,0,54,-54
273200,Venice,0,110,-110
273300,Venice,0,232,-232
273402,Venice,0,203,-203
273502,Venice,0,122,-122
273600,Venice,0,72,-72
273700,Venice,0,8,-8
273800,Venice,0,43,-43
273902,Venice,0,44,-44
274100,Venice,0,30,-30
274202,Venice,0,25,-25
275101,Del Rey,0,18,-18
275102,Del Rey,0,28,-28
275200,Del Rey,0,4,-4
275302,Del Rey,0,21,-21
275311,Del Rey,0,20,-20
275400,Del Rey,0,23,-23
275500,Del Rey,0,16,-16
275602,Del Rey,0,26,-26
275603,Del Rey,0,44,-44
276000,Westchester/Playa Del Rey,0,15,-15
276100,Westchester/Playa Del Rey,0,31,-31
276400,Westchester/Playa Del Rey,0,4,-4
276500,Westchester/Playa Del Rey,18,6,12
276601,Westchester/Playa Del Rey,0,15,-15
276603,Westchester/Playa Del Rey,0,27,-27
276604,Westchester/Playa Del Rey,0,23,-23
277000,Westchester/Playa Del Rey,0,8,-8
277100,Westchester/Playa Del Rey,0,36,-36
277200,Westchester/Playa Del Rey,0,33,-33
277400,Westchester/Playa Del Rey,0,421,-421
278001,Westchester/Playa Del Rey,0,36,-36
278102,Westchester/Playa Del Rey,0,13,-13
291110,Harbor Gateway,0,5,-5
291120,Harbor Gateway,0,26,-26
291130,Harbor Gateway,0,5,-5
291210,Harbor Gateway,0,8,-8
291220,Harbor Gateway,0,8,-8
291300,Harbor Gateway,0,65,-65
292000,Harbor Gateway,0,21,-21
293201,Harbor Gateway,0,10,-10
293202,Harbor Gateway,0,15,-15
293301,Harbor City,0,0,0
293302,Harbor City,0,0,0
293304,Harbor City,0,29,-29
293306,Harbor City,0,0,0
293307,Harbor City,0,11,-11
294110,Wilmington,0,1,-1
294120,Wilmington,0,24,-24
294200,Wilmington,0,13,-13
294301,Wilmington,0,12,-12
294302,Wilmington,0,10,-10
294410,Harbor City,0,43,-43
294421,Harbor City,0,28,-28
294510,Wilmington,0,15,-15
294520,Wilmington,0,37,-37
294610,Wilmington,0,9,-9
294620,Wilmington,0,68,-68
294701,Wilmington,0,62,-62
294810,Wilmington,0,25,-25
294820,Wilmington,0,26,-26
294830,Wilmington,0,94,-94
294900,Wilmington,0,3,-3
295103,San Pedro,0,25,-25
296210,San Pedro,0,14,-14
296220,San Pedro,0,41,-41
296300,San Pedro,0,43,-43
296401,San Pedro,0,2,-2
296402,San Pedro,0,9,-9
296500,San Pedro,0,16,-16
296600,San Pedro,0,55,-55
296901,San Pedro,0,0,0
296902,San Pedro,0,19,-19
297000,San Pedro,0,0,0
297110,San Pedro,0,88,-88
297120,San Pedro,0,22,-22
297201,San Pedro,0,4,-4
297202,San Pedro,0,0,0
297300,San Pedro,0,0,0
297400,San Pedro,0,5,-5
297500,San Pedro,0,8,-8
297601,San Pedro,0,5,-5
297602,San Pedro,0,2,-2
702901,Marina del Rey,0,31,-31
930401,Woodland Hills,0,2,-2
980008,Lake Balboa,0,4,-4
980009,Los Feliz,0,69,-69
980010,Echo Park,0,1,-1
980014,Wilmington,0,149,-149
980015,San Pedro,0,24,-24
980019,Pacific Palisades,0,0,0
980020,Foothill Trails,0,0,0
980021,Pacoima,0,63,-63
980022,Granada Hills,0,0,0
980023,Chatsworth,0,0,0
980024,Lake Balboa,0,254,-254
980026,Sunland-Tujunga,0,0,0
980028,Westchester/Playa Del Rey,0,36,-36
980031,Wilmington,0,10,-10
530700,East Los Angeles,0,17,-17
